campaign_id,date,geo,city,profession,price_range,language,channel,campaign_type,impressions,clicks,conversions,spend_usd,revenue_usd,roi,quality_score
MC-10109,2024-06-11,DE,Cologne,Software Engineer,budget,German,email,awareness,30543,965,25,2550.32,5752.26,2.2555,6.0
MC-10657,2024-06-11,CA,Calgary,Physician,mid,English,social_media,acquisition,10030,232,6,15904.3,6776.53,0.4261,7.0
MC-11762,2024-06-11,US,Seattle,Researcher,premium,English,display,acquisition,51636,628,11,867.13,49979.82,57.6382,1.0
MC-10146,2024-06-11,IN,Chennai,Teacher,mid,Hindi,social_media,retention,68065,1650,98,4571.89,65854.82,14.4043,9.0
MC-11311,2024-06-11,US,Phoenix,Marketing Manager,budget,English,email,awareness,41141,1156,33,1060.05,5627.32,5.3085,9.0
MC-12423,2024-06-11,US,Chicago,Writer,mid,English,email,retention,12152,449,32,861.53,18907.48,21.9464,1.0
MC-11529,2024-06-11,DE,Stuttgart,Designer,mid,German,influencer,acquisition,21589,543,10,1778.55,4945.35,2.7806,1.0
MC-11991,2024-06-11,ZA,Johannesburg,HR Manager,budget,Afrikaans,search,awareness,35260,2597,130,3809.94,13163.32,3.455,3.0
MC-11182,2024-06-11,US,Houston,Lawyer,premium,English,display,acquisition,276885,3528,179,213.51,983628.26,4606.9423,5.0
MC-10022,2024-06-11,US,San Francisco,Physician,budget,English,search,acquisition,12960,1113,42,897.92,9688.6,10.79,1.0
MC-12974,2024-06-11,CA,Toronto,Lawyer,budget,English,social_media,acquisition,74222,1199,15,8373.94,3575.13,0.4269,9.0
MC-11644,2024-06-11,GB,London,Sales Rep,budget,English,search,awareness,9766,610,28,236.04,2769.84,11.7346,5.0
MC-11956,2024-06-11,MX,Guadalajara,Designer,mid,Spanish,search,retention,37171,3254,48,3995.84,21701.74,5.4311,10.0
MC-10408,2024-06-12,MX,Puebla,Sales Rep,mid,Spanish,search,awareness,62986,3397,146,2130.96,70579.07,33.1208,4.0
MC-11668,2024-06-12,IN,Kolkata,Writer,mid,Hindi,influencer,awareness,93994,2048,24,296.06,11734.9,39.6369,7.0
MC-10261,2024-06-12,GB,Birmingham,Lawyer,budget,English,social_media,retention,263957,5519,402,4656.99,74377.39,15.9711,7.0
MC-11693,2024-06-12,US,San Francisco,Product Manager,premium,English,email,acquisition,12857,400,20,3071.29,79593.63,25.9154,1.0
MC-10318,2024-06-12,GB,Birmingham,Product Manager,budget,English,search,re_engagement,3137,205,9,2557.42,1564.81,0.6119,6.0
MC-11819,2024-06-12,AU,Adelaide,Data Scientist,mid,English,search,acquisition,92593,6314,234,5714.85,241828.53,42.3158,7.0
MC-10255,2024-06-12,ZA,Port Elizabeth,Data Scientist,budget,Afrikaans,social_media,retention,88315,1610,30,1022.63,5769.19,5.6415,6.0
MC-10367,2024-06-12,IL,Jerusalem,Writer,premium,Hebrew,influencer,awareness,20552,615,48,2094.38,158676.32,75.7629,9.0
MC-10770,2024-06-12,ES,Madrid,Software Engineer,budget,Spanish,social_media,awareness,136402,3119,183,924.62,39266.75,42.468,6.0
MC-12665,2024-06-12,JP,Yokohama,Accountant,mid,Japanese,email,acquisition,23492,555,42,3563.91,28422.53,7.9751,3.0
MC-11759,2024-06-12,FR,Toulouse,Lawyer,premium,French,email,retention,15769,335,26,5001.42,128796.1,25.7519,10.0
MC-11973,2024-06-12,AU,Sydney,Product Manager,mid,English,social_media,awareness,5647,102,1,822.11,883.41,1.0746,2.0
MC-11945,2024-06-12,US,Chicago,Teacher,mid,English,email,acquisition,4465,111,3,523.29,1501.21,2.8688,2.0
MC-11806,2024-06-12,US,Los Angeles,Marketing Manager,budget,English,email,awareness,6956,192,6,244.34,784.76,3.2118,6.0
MC-10298,2024-06-12,SG,Singapore,Consultant,premium,English,email,re_engagement,32201,1069,52,4410.26,174070.09,39.4693,8.0
MC-10702,2024-06-12,JP,Nagoya,Researcher,mid,Japanese,search,acquisition,500000,26620,1847,1490.28,1640187.72,1100.5903,9.0
MC-10782,2024-06-12,US,Seattle,Architect,budget,English,email,acquisition,29053,1024,38,578.35,9565.72,16.5397,1.0
MC-11275,2024-06-12,GB,Bristol,Designer,budget,English,email,retention,17601,465,17,4140.08,1914.77,0.4625,7.0
MC-12131,2024-06-12,IL,Netanya,Physician,budget,Hebrew,search,retention,152612,14390,397,2916.74,93657.91,32.1105,2.0
MC-12797,2024-06-12,IN,Delhi,Physician,premium,Hindi,social_media,retention,225210,4987,396,908.59,2030779.2,2235.0887,3.0
MC-12099,2024-06-12,US,San Francisco,Designer,premium,English,content_marketing,retention,100509,1656,38,1851.05,88174.49,47.6349,8.0
MC-11102,2024-06-12,IL,Tel Aviv,Designer,premium,Hebrew,display,retention,376989,4552,296,4326.78,719037.85,166.1831,5.0
MC-11416,2024-06-12,GB,London,Lawyer,mid,English,social_media,retention,59550,1079,27,10176.96,26387.26,2.5928,8.0
MC-10624,2024-06-12,ES,Seville,Software Engineer,mid,Spanish,search,awareness,188049,16965,1109,1568.65,1421984.03,906.5018,6.0
MC-12168,2024-06-12,FR,Nice,Software Engineer,budget,French,search,awareness,13969,788,7,7729.46,1394.05,0.1804,7.0
MC-12119,2024-06-12,ES,Seville,Sales Rep,premium,Spanish,email,acquisition,114559,3838,200,5054.6,619556.05,122.5727,9.0
MC-10071,2024-06-12,ZA,Port Elizabeth,Consultant,mid,Afrikaans,email,acquisition,39643,1124,49,581.42,31452.5,54.096,2.0
MC-10060,2024-06-12,ZA,Durban,Teacher,mid,Afrikaans,content_marketing,awareness,3605,48,1,2548.42,594.25,0.2332,
MC-12081,2024-06-12,ES,Valencia,Product Manager,mid,Spanish,display,retention,162093,1993,60,2931.46,56007.66,19.1057,4.0
MC-12199,2024-06-12,US,Phoenix,Sales Rep,budget,English,social_media,acquisition,10227,204,13,14474.23,1197.35,0.0827,10.0
MC-10608,2024-06-12,IN,Pune,Accountant,budget,Hindi,social_media,acquisition,12950,194,1,1140.6,138.76,0.1217,1.0
MC-12112,2024-06-12,IN,Delhi,Designer,budget,Hindi,social_media,acquisition,20560,523,23,2163.67,2116.12,0.978,1.0
MC-11612,2024-06-12,US,Houston,Physician,mid,English,social_media,acquisition,33972,824,27,837.41,32532.9,38.8494,8.0
MC-12278,2024-06-12,IN,Chennai,Physician,budget,Hindi,influencer,acquisition,21087,631,43,1440.6,8733.27,6.0622,10.0
MC-11290,2024-06-12,IN,Pune,Researcher,mid,Hindi,search,re_engagement,208253,15594,522,572.55,410099.08,716.2677,2.0
MC-12733,2024-06-12,GB,London,Lawyer,budget,English,influencer,awareness,1000,22,1,317.12,169.94,0.5359,6.0
MC-11317,2024-06-12,NL,Amsterdam,Product Manager,budget,Dutch,social_media,awareness,500000,7571,161,624.34,24526.01,39.2831,10.0
MC-11324,2024-06-12,US,Seattle,Consultant,budget,English,search,acquisition,12894,804,47,14985.67,6535.67,0.4361,3.0
MC-11987,2024-06-13,FR,Nice,Consultant,premium,French,display,acquisition,294672,4395,205,2872.81,660343.43,229.8598,4.0
MC-10467,2024-06-13,GB,Birmingham,Accountant,mid,English,email,retention,11437,286,11,4706.66,9240.28,1.9632,8.0
MC-11477,2024-06-13,CA,Toronto,Researcher,budget,English,social_media,acquisition,59335,1515,114,1481.39,16937.75,11.4337,1.0
MC-10642,2024-06-13,US,Houston,Marketing Manager,mid,English,social_media,acquisition,96992,2222,52,13543.85,45231.41,3.3396,5.0
MC-11460,2024-06-13,ZA,Cape Town,Accountant,budget,Afrikaans,content_marketing,retention,381694,7755,101,2796.99,13446.12,4.8074,
MC-11155,2024-06-13,IL,Netanya,Writer,mid,Hebrew,search,acquisition,76495,6616,143,4444.18,83653.78,18.8232,5.0
MC-10783,2024-06-13,ES,Bilbao,Architect,mid,Spanish,search,acquisition,64869,3898,56,562.04,66340.04,118.0344,2.0
MC-12595,2024-06-13,CA,Toronto,Marketing Manager,budget,English,influencer,acquisition,271949,5288,376,8015.95,66419.58,8.2859,9.0
MC-10638,2024-06-13,US,New York,Sales Rep,budget,English,search,acquisition,46382,2646,62,3368.93,7287.96,2.1633,4.0
MC-12881,2024-06-13,JP,Sapporo,Teacher,premium,Japanese,search,acquisition,5306,414,25,4345.71,56811.24,13.0729,9.0
MC-10041,2024-06-13,GB,Leeds,Writer,mid,English,search,retention,32357,1951,33,19438.03,15082.36,0.7759,3.0
MC-11338,2024-06-13,IN,Delhi,Consultant,mid,Hindi,display,acquisition,91953,1395,102,5602.99,88655.11,15.8228,3.0
MC-10586,2024-06-13,IN,Delhi,Teacher,budget,Hindi,influencer,awareness,34718,1021,25,851.01,2221.03,2.6099,10.0
MC-12934,2024-06-13,ES,Seville,HR Manager,premium,Spanish,search,awareness,8749,737,20,1434.59,61001.02,42.5216,6.0
MC-10051,2024-06-13,NL,Utrecht,Designer,budget,Dutch,social_media,awareness,35150,629,16,1130.68,1570.46,1.389,6.0
MC-12141,2024-06-13,GB,Birmingham,Accountant,premium,English,display,retention,88473,1001,57,5393.95,210312.52,38.9904,2.0
MC-11905,2024-06-13,US,Los Angeles,HR Manager,budget,English,search,acquisition,370862,32060,2193,389.32,227553.88,584.4906,8.0
MC-10981,2024-06-13,DE,Hamburg,Writer,budget,German,search,awareness,140430,11855,843,28928.0,71842.96,2.4835,9.0
MC-11072,2024-06-13,US,San Francisco,Teacher,budget,English,content_marketing,retention,125872,1941,130,572.87,12102.48,21.126,6.0
MC-12751,2024-06-13,US,New York,Architect,premium,English,display,awareness,59142,743,28,1690.87,180415.41,106.6998,10.0
MC-12006,2024-06-13,DE,Munich,Teacher,mid,German,social_media,awareness,12295,305,18,2316.74,9349.87,4.0358,4.0
MC-10268,2024-06-13,NL,Utrecht,Researcher,premium,Dutch,email,acquisition,177704,5935,290,4795.19,1229113.02,256.3221,8.0
MC-12768,2024-06-13,FR,Bordeaux,Architect,premium,French,social_media,re_engagement,32152,695,32,143.39,197229.96,1375.4792,10.0
MC-11746,2024-06-13,IN,Hyderabad,Product Manager,premium,Hindi,search,retention,27467,2383,150,394.28,575099.49,1458.6068,6.0
MC-10419,2024-06-13,SG,Singapore,Accountant,budget,English,social_media,acquisition,500000,11189,672,5460.99,81022.55,14.8366,
MC-12759,2024-06-13,US,Chicago,Consultant,premium,English,search,awareness,7367,593,22,3740.61,74448.02,19.9026,2.0
MC-12369,2024-06-13,CA,Vancouver,Sales Rep,mid,English,email,retention,2343,64,1,3162.35,480.47,0.1519,3.0
MC-12713,2024-06-13,SG,Singapore,Sales Rep,mid,English,email,awareness,11088,245,19,2677.89,12399.53,4.6303,2.0
MC-11616,2024-06-14,GB,Glasgow,Software Engineer,mid,English,social_media,acquisition,31690,455,7,260.46,7079.75,27.1817,5.0
MC-10593,2024-06-14,US,New York,Designer,budget,English,search,awareness,115616,8551,101,2504.36,10337.32,4.1277,6.0
MC-12492,2024-06-14,GB,Leeds,Data Scientist,mid,English,email,awareness,35252,1121,11,145.48,11536.42,79.299,6.0
MC-11284,2024-06-14,DE,Stuttgart,Physician,budget,German,search,retention,103037,9443,524,1606.85,119702.7,74.4953,8.0
MC-10871,2024-06-14,DE,Cologne,Researcher,budget,German,content_marketing,acquisition,33696,481,31,439.26,4085.47,9.3008,3.0
MC-10543,2024-06-14,US,Seattle,HR Manager,mid,English,email,acquisition,1556,53,1,2662.38,456.57,0.1715,9.0
MC-12498,2024-06-14,US,Seattle,Researcher,budget,English,email,awareness,17678,407,15,303.21,1991.7,6.5687,5.0
MC-10684,2024-06-14,US,San Francisco,HR Manager,budget,English,search,acquisition,29858,1637,87,843.67,10563.0,12.5203,
MC-11861,2024-06-14,DE,Berlin,Data Scientist,budget,German,influencer,awareness,500000,12982,1037,479.08,176762.7,368.9628,9.0
MC-10208,2024-06-14,US,New York,Data Scientist,mid,English,influencer,retention,85316,2167,80,3309.26,85028.23,25.694,7.0
MC-12228,2024-06-14,SG,Singapore,Designer,mid,English,influencer,retention,53181,1001,65,8644.52,35570.25,4.1148,9.0
MC-11310,2024-06-14,US,Houston,Software Engineer,budget,English,search,awareness,321779,21106,629,2269.95,137940.41,60.768,5.0
MC-12428,2024-06-14,US,Seattle,Product Manager,budget,English,search,retention,13746,1269,27,523.86,3791.3,7.2372,1.0
MC-12716,2024-06-14,US,San Francisco,Researcher,premium,English,influencer,retention,68943,2125,168,1560.29,561891.49,360.1199,1.0
MC-11107,2024-06-14,DE,Cologne,Designer,budget,German,search,acquisition,45427,2661,117,1937.74,12936.25,6.6759,
MC-11649,2024-06-14,BR,Rio de Janeiro,Lawyer,mid,Portuguese,email,acquisition,44599,1189,44,943.67,39650.26,42.0171,3.0
MC-11433,2024-06-14,US,Chicago,Software Engineer,budget,English,social_media,retention,124417,1945,140,385.16,27853.52,72.3168,8.0
MC-11995,2024-06-14,IN,Bangalore,Consultant,mid,Hindi,email,acquisition,28918,890,51,12183.87,43116.81,3.5388,7.0
MC-10951,2024-06-14,US,Phoenix,Designer,mid,English,email,acquisition,21518,685,36,2186.79,22676.71,10.3699,3.0
MC-10690,2024-06-14,US,Chicago,Consultant,budget,English,search,awareness,15331,1374,59,4769.41,9058.32,1.8993,2.0
MC-10098,2024-06-14,IN,Kolkata,Sales Rep,budget,Hindi,email,awareness,33432,1283,19,456.8,1981.08,4.3369,1.0
MC-10908,2024-06-14,BR,Salvador,HR Manager,mid,Portuguese,search,acquisition,500000,26606,1853,1003.92,1135588.16,1131.154,9.0
MC-12779,2024-06-14,IL,Netanya,Researcher,premium,Hebrew,content_marketing,re_engagement,10088,197,8,5949.85,32828.06,5.5175,1.0
MC-10491,2024-06-14,CA,Calgary,Software Engineer,mid,English,influencer,awareness,148132,4409,81,5916.03,96098.76,16.2438,4.0
MC-11757,2024-06-14,GB,Glasgow,Writer,budget,English,social_media,retention,500000,12737,468,3285.2999999999997,57586.94,17.5287,2.0
MC-10466,2024-06-14,NL,The Hague,Product Manager,mid,Dutch,social_media,acquisition,421960,10516,241,1324.61,218769.23,165.1575,8.0
MC-10176,2024-06-14,IN,Bangalore,Lawyer,premium,Hindi,social_media,acquisition,41767,1048,14,1545.92,88121.89,57.0029,9.0
MC-12309,2024-06-14,ZA,Durban,Designer,mid,Afrikaans,social_media,awareness,115997,2429,96,1364.34,59027.75,43.2647,5.0
MC-12155,2024-06-14,BR,Rio de Janeiro,Designer,budget,Portuguese,social_media,acquisition,33422,833,63,546.63,5486.73,10.0374,2.0
MC-10166,2024-06-14,BR,Salvador,Software Engineer,budget,Portuguese,email,retention,5271,195,13,1148.9,3009.23,2.6192,1.0
MC-11750,2024-06-15,US,Houston,Designer,mid,English,influencer,awareness,72676,1465,82,1394.87,48676.76,34.897,10.0
MC-10288,2024-06-15,FR,Lyon,Consultant,premium,French,content_marketing,acquisition,48453,832,12,2160.93,39585.47,18.3187,3.0
MC-11116,2024-06-15,IN,Pune,Researcher,mid,Hindi,social_media,re_engagement,26767,666,10,1947.61,7083.54,3.637,4.0
MC-10150,2024-06-15,US,Chicago,Software Engineer,premium,English,email,re_engagement,4661,144,7,1198.09,40237.21,33.5845,1.0
MC-11575,2024-06-15,FR,Toulouse,Writer,mid,French,display,acquisition,482937,4080,202,2296.26,124849.63,54.3709,5.0
MC-12553,2024-06-15,GB,London,Teacher,mid,English,social_media,retention,100625,2378,166,10833.85,90998.21,8.3994,3.0
MC-11421,2024-06-15,US,Houston,Writer,mid,English,social_media,awareness,139062,3549,155,2064.22,84303.35,40.8403,2.0
MC-11858,2024-06-15,IN,Hyderabad,Product Manager,budget,Hindi,email,retention,6150,183,13,1815.78,2239.76,1.2335,1.0
MC-11854,2024-06-15,DE,Frankfurt,Marketing Manager,budget,German,social_media,acquisition,1179700,16845,296,6572.27,45915.76,6.9863,9.0
MC-12526,2024-06-15,DE,Munich,Software Engineer,premium,German,influencer,awareness,13195,323,24,567.81,128267.96,225.8994,3.0
MC-11415,2024-06-15,ZA,Cape Town,Software Engineer,mid,Afrikaans,content_marketing,awareness,9620,210,6,6561.94,6696.35,1.0205,9.0
MC-11348,2024-06-15,GB,Manchester,Data Scientist,mid,English,social_media,acquisition,74662,1237,28,412.4,32376.68,78.508,2.0
MC-11583,2024-06-15,JP,Tokyo,Writer,budget,Japanese,influencer,acquisition,48274,1406,108,1406.93,13429.88,9.5455,2.0
MC-10144,2024-06-15,GB,Glasgow,HR Manager,mid,English,email,awareness,119109,2781,217,6486.26,135919.75,20.955,5.0
MC-11334,2024-06-15,JP,Yokohama,Writer,mid,Japanese,search,acquisition,51763,4620,191,1685.87,94589.23,56.1071,6.0
MC-12918,2024-06-15,US,Los Angeles,Data Scientist,budget,English,influencer,retention,67410,1635,60,981.0,13940.99,14.211,6.0
MC-10550,2024-06-15,ES,Valencia,Researcher,premium,Spanish,content_marketing,acquisition,38906,754,39,1714.52,129270.66,75.3976,3.0
MC-12355,2024-06-15,FR,Bordeaux,Researcher,premium,French,search,re_engagement,24592,1328,101,229.02,435857.33,1903.1409,9.0
MC-12440,2024-06-15,IL,Beer Sheva,HR Manager,premium,Hebrew,display,retention,96303,1389,32,7987.09,81114.36,10.1557,10.0
MC-10600,2024-06-15,BR,Rio de Janeiro,Data Scientist,mid,Portuguese,email,acquisition,76063,2306,95,4090.27,107878.9,26.3745,2.0
MC-12506,2024-06-15,IN,Hyderabad,Writer,mid,Hindi,search,retention,30213,2083,143,452.15,70977.1,156.9769,7.0
MC-10658,2024-06-15,BR,Rio de Janeiro,Architect,premium,Portuguese,social_media,awareness,26895,596,19,1382.38,98646.8,71.3601,5.0
MC-11306,2024-06-16,DE,Munich,Writer,premium,German,social_media,awareness,71835,1740,71,2410.68,178398.8,74.0035,4.0
MC-12984,2024-06-16,MX,Guadalajara,Data Scientist,budget,Spanish,display,acquisition,204402,1839,41,3984.99,8694.41,2.1818,7.0
MC-10182,2024-06-16,US,New York,HR Manager,mid,English,display,awareness,12828,137,6,1471.68,3411.84,2.3183,9.0
MC-12414,2024-06-16,IN,Pune,Software Engineer,premium,Hindi,email,awareness,6213,175,3,692.88,20151.58,29.0838,7.0
MC-11034,2024-06-16,US,San Francisco,Accountant,premium,English,social_media,acquisition,271577,4080,118,1095.98,480736.13,438.6359,10.0
MC-12234,2024-06-16,DE,Cologne,Product Manager,premium,German,search,awareness,22685,1444,59,1160.4,235251.35,202.733,9.0
MC-11022,2024-06-16,BR,Brasília,Data Scientist,mid,Portuguese,search,retention,89923,5952,462,1070.7,501872.0,468.7326,5.0
MC-11927,2024-06-16,IL,Haifa,Software Engineer,budget,Hebrew,display,re_engagement,500000,4578,359,2781.11,90055.21,32.381,6.0
MC-11687,2024-06-16,US,San Francisco,Data Scientist,mid,English,content_marketing,re_engagement,5152,105,5,810.7,4948.61,6.1041,
MC-12718,2024-06-16,US,New York,Data Scientist,mid,English,email,awareness,9410,243,14,1124.66,13065.16,11.617,8.0
MC-10584,2024-06-16,NL,Eindhoven,Lawyer,mid,Dutch,search,re_engagement,27586,1845,104,413.19,108885.59,263.5243,2.0
MC-11847,2024-06-16,US,Seattle,Writer,mid,English,display,acquisition,85011,1220,90,18578.3,58274.24,3.1367,10.0
MC-10265,2024-06-16,US,New York,Teacher,mid,English,social_media,acquisition,41872,727,18,5365.74,10721.15,1.9981,10.0
MC-10758,2024-06-16,AU,Perth,Accountant,budget,English,social_media,re_engagement,42200,762,32,554.16,4631.9,8.3584,9.0
MC-12150,2024-06-16,US,Los Angeles,Accountant,budget,English,content_marketing,acquisition,16675,211,10,5101.3,1619.93,0.3176,7.0
MC-10674,2024-06-16,BR,Salvador,Designer,mid,Portuguese,search,retention,155702,9187,661,1096.93,408083.44,372.0232,9.0
MC-10369,2024-06-16,US,Los Angeles,Marketing Manager,budget,English,email,re_engagement,16314,497,37,1724.95,4463.25,2.5875,2.0
MC-10057,2024-06-17,IN,Delhi,Data Scientist,mid,Hindi,social_media,re_engagement,159260,3133,214,1154.8,261702.41,226.6214,1.0
MC-12735,2024-06-17,US,Los Angeles,Marketing Manager,budget,English,email,acquisition,35087,1209,79,7668.56,10367.66,1.352,3.0
MC-10858,2024-06-17,AU,Sydney,Researcher,mid,English,social_media,awareness,62885,1625,122,3282.05,112377.85,34.2401,2.0
MC-11137,2024-06-17,GB,Bristol,Software Engineer,budget,English,content_marketing,retention,20236,463,28,2667.51,5491.32,2.0586,8.0
MC-12165,2024-06-17,US,Phoenix,Designer,mid,English,social_media,retention,77785,1219,97,4687.27,49536.5,10.5683,4.0
MC-12201,2024-06-17,US,Chicago,Physician,mid,English,search,awareness,93189,6257,253,14114.05,275330.63,19.5076,3.0
MC-12151,2024-06-17,US,San Francisco,Designer,premium,English,influencer,awareness,10321,234,13,1581.58,35973.13,22.7451,8.0
MC-12388,2024-06-17,US,Los Angeles,Accountant,mid,English,email,acquisition,19888,570,27,3175.83,20092.5,6.3267,2.0
MC-10673,2024-06-17,IN,Chennai,Marketing Manager,mid,Hindi,email,acquisition,2586,62,1,1985.69,649.14,0.3269,3.0
MC-10040,2024-06-17,US,Houston,Product Manager,mid,English,social_media,awareness,500000,9217,565,5237.28,365457.91,69.7801,8.0
MC-10911,2024-06-17,IN,Pune,HR Manager,budget,Hindi,email,retention,6970,190,11,5656.2,1253.38,0.2216,10.0
MC-12611,2024-06-17,US,New York,Marketing Manager,premium,English,social_media,acquisition,500000,8662,235,716.58,1093720.48,1526.3062,7.0
MC-12456,2024-06-17,DE,Munich,Product Manager,budget,German,search,re_engagement,176156,15350,713,1725.79,107086.77,62.0509,2.0
MC-11540,2024-06-17,US,San Francisco,Researcher,mid,English,search,awareness,66885,4963,322,4982.06,280787.1,56.3596,4.0
MC-11906,2024-06-17,GB,Glasgow,Product Manager,mid,English,email,retention,8382,234,9,2982.75,8038.88,2.6951,1.0
MC-10961,2024-06-17,US,Seattle,Designer,premium,English,display,acquisition,64569,882,40,8065.81,128658.23,15.9511,10.0
MC-12353,2024-06-17,US,Chicago,HR Manager,premium,English,content_marketing,awareness,4215,59,1,34114.1,2732.12,0.0801,4.0
MC-11371,2024-06-17,US,Seattle,Writer,premium,English,social_media,acquisition,37047,919,68,2778.75,207473.72,74.6644,7.0
MC-12043,2024-06-17,DE,Frankfurt,Marketing Manager,premium,German,email,awareness,18754,545,26,1997.18,88792.01,44.4587,9.0
MC-10267,2024-06-17,US,San Francisco,Physician,mid,English,social_media,awareness,140042,1968,151,550.25,156223.68,283.914,8.0
MC-12003,2024-06-17,AU,Perth,Designer,mid,English,social_media,retention,97372,1851,143,3762.11,80703.79,21.4517,5.0
MC-12403,2024-06-17,DE,Hamburg,Sales Rep,budget,German,social_media,awareness,151625,2659,149,969.65,18591.53,19.1734,7.0
MC-10374,2024-06-17,DE,Berlin,Researcher,mid,German,influencer,awareness,23349,676,37,2112.17,28841.0,13.6547,5.0
MC-11014,2024-06-17,CA,Calgary,Data Scientist,premium,English,email,acquisition,27952,676,6,8572.32,28088.75,3.2767,2.0
MC-12747,2024-06-17,IN,Bangalore,Teacher,budget,Hindi,email,awareness,80412,2983,212,1317.42,22664.01,17.2033,5.0
MC-12922,2024-06-17,GB,Birmingham,Designer,mid,English,social_media,retention,347122,6659,193,1219.33,114594.98,93.9819,10.0
MC-11150,2024-06-17,US,New York,Researcher,mid,English,search,awareness,28007,2677,107,1073.5,91659.91,85.3842,
MC-11046,2024-06-17,NL,Rotterdam,Physician,mid,Dutch,social_media,retention,117592,2680,138,4255.68,150934.09,35.4665,6.0
MC-12300,2024-06-17,IN,Hyderabad,Teacher,budget,Hindi,search,awareness,67846,6519,497,5946.3,45287.58,7.6161,3.0
MC-10375,2024-06-17,FR,Toulouse,Sales Rep,budget,French,social_media,awareness,52412,991,42,926.03,4724.83,5.1022,8.0
MC-10400,2024-06-18,DE,Hamburg,HR Manager,mid,German,search,retention,66554,5110,142,1664.15,82367.82,49.4954,8.0
MC-10518,2024-06-18,NL,Amsterdam,Product Manager,premium,Dutch,social_media,acquisition,13467,342,11,1164.14,46190.69,39.678,
MC-12726,2024-06-18,US,San Francisco,HR Manager,mid,English,content_marketing,acquisition,4324,85,5,749.75,3229.58,4.3075,7.0
MC-12600,2024-06-18,IN,Kolkata,Marketing Manager,mid,Hindi,search,acquisition,15749,1062,38,2734.46,33654.74,12.3076,9.0
MC-11428,2024-06-18,CA,Ottawa,Researcher,mid,English,email,acquisition,84836,1931,26,1499.9,17389.71,11.5939,3.0
MC-11581,2024-06-18,BR,São Paulo,Researcher,budget,Portuguese,email,re_engagement,51235,1338,13,2218.53,2064.58,0.9306,3.0
MC-10289,2024-06-18,BR,Brasília,HR Manager,premium,Portuguese,social_media,acquisition,22845,472,9,152.98,26675.42,174.3719,1.0
MC-10384,2024-06-18,US,Chicago,Teacher,budget,English,email,awareness,27508,883,59,3778.96,5411.61,1.432,2.0
MC-10918,2024-06-18,JP,Nagoya,Product Manager,mid,Japanese,search,acquisition,19373,1023,24,2098.39,18489.93,8.8115,7.0
MC-11017,2024-06-18,FR,Lyon,HR Manager,mid,French,search,retention,6924,544,43,1905.76,23959.92,12.5724,6.0
MC-10747,2024-06-18,IN,Hyderabad,Teacher,premium,Hindi,social_media,acquisition,15280,314,5,4244.95,11331.43,2.6694,
MC-11357,2024-06-18,FR,Marseille,Lawyer,budget,French,search,acquisition,90474,5634,385,6886.59,78630.59,11.4179,4.0
MC-11194,2024-06-18,IN,Delhi,Marketing Manager,budget,Hindi,social_media,re_engagement,220037,4435,221,3590.29,34252.67,9.5404,3.0
MC-10389,2024-06-18,IN,Mumbai,Consultant,budget,Hindi,display,retention,135774,1461,115,1322.99,16642.82,12.5797,2.0
MC-11661,2024-06-18,DE,Stuttgart,Accountant,mid,German,influencer,awareness,356045,7657,150,1533.55,107991.25,70.4191,4.0
MC-11999,2024-06-18,US,San Francisco,Marketing Manager,mid,English,email,acquisition,18290,505,38,1867.22,28562.37,15.2967,9.0
MC-11198,2024-06-18,US,Phoenix,Physician,premium,English,content_marketing,acquisition,13318,303,21,7124.93,140001.79,19.6496,8.0
MC-10266,2024-06-18,IN,Hyderabad,Architect,budget,Hindi,social_media,re_engagement,38100,685,43,1372.49,10168.18,7.4086,
MC-11028,2024-06-18,US,New York,Accountant,mid,English,social_media,acquisition,219377,3564,188,6312.4,171278.75,27.1337,8.0
MC-11816,2024-06-18,IN,Delhi,Writer,mid,Hindi,social_media,awareness,24555,561,34,706.03,22064.6,31.2516,8.0
MC-11219,2024-06-18,DE,Frankfurt,Sales Rep,budget,German,influencer,acquisition,500000,12851,464,718.02,43988.71,61.2639,10.0
MC-10667,2024-06-18,FR,Paris,Designer,mid,French,search,awareness,44177,3619,109,3173.49,67860.81,21.3837,3.0
MC-11532,2024-06-18,FR,Paris,Software Engineer,mid,French,email,retention,8521,187,4,199.53,5154.51,25.8333,7.0
MC-12838,2024-06-18,GB,London,HR Manager,budget,English,social_media,retention,19087,340,14,985.16,1374.03,1.3947,6.0
MC-10868,2024-06-18,JP,Nagoya,Data Scientist,budget,Japanese,email,awareness,82051,2183,103,1516.56,24465.55,16.1323,4.0
MC-12213,2024-06-18,BR,São Paulo,Software Engineer,budget,Portuguese,influencer,acquisition,72957,2326,182,6817.5,32743.94,4.8029,3.0
MC-10177,2024-06-18,BR,São Paulo,Accountant,mid,Portuguese,influencer,acquisition,81696,2004,121,466.38,79094.08,169.5915,4.0
MC-11621,2024-06-18,US,Phoenix,Data Scientist,budget,English,email,awareness,4002,106,5,6846.04,1116.39,0.1631,8.0
MC-12134,2024-06-18,ES,Bilbao,Lawyer,mid,Spanish,influencer,retention,148174,4555,128,1961.51,119754.91,61.0524,9.0
MC-12760,2024-06-18,US,Houston,Accountant,mid,English,search,awareness,44321,3239,96,1059.0,88193.39,83.2799,3.0
MC-12981,2024-06-18,IN,Pune,Designer,mid,Hindi,social_media,acquisition,216807,3584,182,4574.18,82230.84,17.9772,10.0
